EndNodes_1,EndNodes_2,Weight
1810074P20Rik,Mlec,1
1810074P20Rik,Nrxn1,1
1810074P20Rik,Ogdhl,1
1810074P20Rik,Pax6os1,1
1810074P20Rik,Paxip1,1
1810074P20Rik,Pde1b,1
1810074P20Rik,Peli3,1
1810074P20Rik,Pip5k1b,1
1810074P20Rik,Prkacb,1
1810074P20Rik,Rec8,1
1810074P20Rik,Ret,1
1810074P20Rik,Rgag4,1
1810074P20Rik,Rnf186,1
1810074P20Rik,Rnf6,1
1810074P20Rik,Rragd,1
1810074P20Rik,Sfmbt1,1
1810074P20Rik,Slc18a1,1
1810074P20Rik,Slc24a2,1
1810074P20Rik,Slc33a1,1
1810074P20Rik,Slc9a7,1
1810074P20Rik,Slitrk6,1
1810074P20Rik,Sv2a,1
1810074P20Rik,Synpr,1
1810074P20Rik,Syp,1
1810074P20Rik,Syt4,1
1810074P20Rik,Taar1,1
1810074P20Rik,Tspyl4,1
1810074P20Rik,Ubxn4,1
1810074P20Rik,Wfs1,1
1810074P20Rik,Zdhhc2,1
1810074P20Rik,Zfp92,1
2010001M06Rik,Tcf21,1
2010001M06Rik,Zeb2,1
2010003O02Rik,Rqcd1,1
2010011I20Rik,Pde8a,1
2010015L04Rik,Acvr2b,1
2010015L04Rik,Bbs7,1
2010106G01Rik,Bzw1,1
2010106G01Rik,Ptges2,1
2010107E04Rik,Churc1,1
2010107E04Rik,Lsm4,1
2010107E04Rik,Magoh,1
2010107E04Rik,Prdx5,1
2010107G23Rik,Il18,1
2010107G23Rik,Irf2bp1,1
2010107H07Rik,Nme1,1
2010109K11Rik,Cdkn1c,1
2010315B03Rik,Ubxn7,1
2010320M18Rik,Bbs4,1
2010320M18Rik,Ccdc56,1
2010320M18Rik,Commd6,1
2010320M18Rik,Dpy30,1
2010320M18Rik,Elof1,1
2010320M18Rik,Ncbp2,1
2010321M09Rik,Brf2,1
2200002D01Rik,Alox12,1
2200002D01Rik,Hey1,1
2200002D01Rik,Sdpr,1
2200002D01Rik,Trpv4,1
2210010C04Rik,Cela1,1
2210010C04Rik,Myt1,-1
2210010C04Rik,Reg1,1
2210010C04Rik,Try4,1
2210010C04Rik,Try5,1
2210012G02Rik,Gtf2i,1
2210012G02Rik,Hist3h2a,1
2210012G02Rik,Trim44,1
2210016F16Rik,Sod2,1
2210016F16Rik,Tbl1x,1
2210016L21Rik,Gtf3a,1
2210016L21Rik,Hdac1,1
2210016L21Rik,Pin1,1
2210019I11Rik,Pdx1,1
2210020M01Rik,Pkhd1,1
2210020M01Rik,Trf,1
2310001A20Rik,Med6,1
2310001A20Rik,Psmc5,1
2310001A20Rik,Sin3b,1
2310001A20Rik,Ssrp1,1
2310001A20Rik,Tsg101,1
2310001A20Rik,Zfp664,1
2310003C23Rik,Dusp22,1
2310003C23Rik,Mbd3,1
2310003C23Rik,Nfyc,1
2310003C23Rik,Nup133,1
2310003C23Rik,Nup35,1
2310003C23Rik,Slc35a4,1
2310003C23Rik,Thoc5,1
2310003C23Rik,Zfp422,1
2310003F16Rik,Commd1,1
2310003F16Rik,Commd3,1
2310003F16Rik,Mif,1
2310003F16Rik,Phb,1
2310003F16Rik,Supt4h1,1
2310003L22Rik,Ccdc56,1
2310003L22Rik,Hdac2,1
2310003L22Rik,Taf9,1
2310004N24Rik,Commd9,1
2310004N24Rik,Cops5,1
2310004N24Rik,Dnajb6,1
2310004N24Rik,Gtf3a,1
2310004N24Rik,Nat14,1
2310004N24Rik,Rprd1a,1
2310004N24Rik,Yeats4,1
2310009A05Rik,Abcf1,1
2310009A05Rik,Gtf2a2,1
2310009A05Rik,Mlx,1
2310009A05Rik,Polr2g,1
2310009B15Rik,Apex1,1
2310009B15Rik,Churc1,1
2310009B15Rik,Ing3,1
2310009B15Rik,Prmt5,1
2310010J17Rik,Mapre3,1
2310015A10Rik,Zfp786,1
2310015B20Rik,Bex2,1
2310015B20Rik,Cdk5r1,1
2310015B20Rik,Hmgn3,1
2310015B20Rik,Runx1t1,1
2310016M24Rik,Cdkn1b,1
2310016M24Rik,Churc1,1
2310016M24Rik,Cnpy2,1
2310016M24Rik,Commd4,1
2310016M24Rik,Commd6,1
2310016M24Rik,Dpy30,1
2310016M24Rik,Hmgn2,1
2310016M24Rik,Lsm4,1
2310016M24Rik,Med21,1
2310016M24Rik,Prmt5,1
2310016M24Rik,Prr13,1
2310016M24Rik,Sarnp,1
2310016M24Rik,Ssrp1,1
2310016M24Rik,Ube2l3,1
2310016M24Rik,Wdr61,1
2310016M24Rik,Znhit1,1
2310021P13Rik,Mysm1,1
2310021P13Rik,Snd1,1
2310021P13Rik,Tcf20,1
2310021P13Rik,Trrap,1
2310022A10Rik,Anxa7,1
2310022A10Rik,Clk3,1
2310022A10Rik,Psmc4,1
2310022A10Rik,Smad1,1
2310022A10Rik,Ube2v1,1
2310030G06Rik,Zcchc11,1
2310036O22Rik,2700060E02Rik,1
2310036O22Rik,Ncl,1
2310036O22Rik,Ppid,1
2310036O22Rik,Prr13,1
2310036O22Rik,Psma6,1
2310036O22Rik,Snw1,1
2310036O22Rik,Sumo2,1
2310036O22Rik,Tsg101,1
2310036O22Rik,Ywhah,1
2310037I24Rik,Rnf10,1
2310037I24Rik,Strap,1
2310040G24Rik,Hopx,1
2310045N01Rik,Flot2,1
2310045N01Rik,Psmc6,1
2310045N01Rik,Rbm3,1
2310045N01Rik,Terf2ip,1
2310045N01Rik,Zfp319,1
2310045N01Rik,Zfp931,1
2310047B19Rik,Elp3,1
2310047B19Rik,Morf4l2,1
2310057M21Rik,Exosc3,1
2310061J03Rik,Bbx,1
2310061J03Rik,Rsf1,1
2400001E08Rik,Gtf2a2,1
2410001C21Rik,Eny2,1
2410002O22Rik,Atf6b,1
2410002O22Rik,Gtpbp1,1
2410002O22Rik,Samd4b,1
2410003K15Rik,Fam105b,1
2410003K15Rik,Stxbp3a,1
2410004B18Rik,Lsm14a,1
2410004B18Rik,Ogg1,1
2410004B18Rik,Zscan21,1
2410015M20Rik,Lin54,1
2410015M20Rik,Lsm4,1
2410015M20Rik,Nucks1,1
2410015M20Rik,Smyd2,1
2410015M20Rik,Wdr61,1
2410021H03Rik,Chd7,1
2410021H03Rik,Cntn1,1
2410021H03Rik,Galr1,1
2410021H03Rik,Glp1r,1
2410021H03Rik,Grin1,1
2410021H03Rik,Hist2h3c2,1
2410021H03Rik,Il1r2,1
2410021H03Rik,Ins2,1
2410021H03Rik,Lhx1,1
2410021H03Rik,Mir7-2,1
2410021H03Rik,Naip2,1
2410021H03Rik,Nbas,1
2410021H03Rik,Prkca,1
2410021H03Rik,Ret,1
2410021H03Rik,Wfs1,1
2410022L05Rik,Apoo,1
2410022L05Rik,Vmac,1
2410057H14Rik,Aff2,1
2410057H14Rik,Dach1,1
2410057H14Rik,Esrrg,1
2410057H14Rik,Insm1,1
2410057H14Rik,Mir129-1,1
2410057H14Rik,Mir539,1
2410057H14Rik,Prkacb,1
2410057H14Rik,Rfx6,1
2410091C18Rik,Aarsd1,1
2410091C18Rik,Nup35,1
2410091C18Rik,Pqbp1,1
2410091C18Rik,Prdx3,1
2410091C18Rik,Zfp422,1
