locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSMUSG00000022442,Ttll1,1,349,E,Essential
ENSMUSG00000022443,Myh9,1,349,E,Essential
ENSMUSG00000022449,Adamts20,1,349,NE,Nonessential
ENSMUSG00000022451,Twf1,1,349,NE,Nonessential
ENSMUSG00000022452,1500032L24Rik,1,349,E,Essential
ENSMUSG00000022453,Naga,1,349,NE,Nonessential
ENSMUSG00000022454,Nell2,1,349,NE,Nonessential
ENSMUSG00000022456,Sept3,1,349,NE,Nonessential
ENSMUSG00000022462,Slc38a2,1,349,E,Essential
ENSMUSG00000022463,Srebf2,1,349,E,Essential
ENSMUSG00000022469,Rapgef3,1,349,NE,Nonessential
ENSMUSG00000022471,Xrcc6,1,349,NE,Nonessential
ENSMUSG00000022474,Pmm1,1,349,NE,Nonessential
ENSMUSG00000022475,Hdac7,1,349,E,Essential
ENSMUSG00000022479,Vdr,1,349,E,Essential
ENSMUSG00000022483,Col2a1,1,349,E,Essential
ENSMUSG00000022484,Hoxc10,1,349,NE,Nonessential
ENSMUSG00000022487,Gtsf1,1,349,E,Essential
ENSMUSG00000022488,Nckap1l,1,349,NE,Nonessential
ENSMUSG00000022489,Pde1b,1,349,NE,Nonessential
ENSMUSG00000022490,Ppp1r1a,1,349,NE,Nonessential
ENSMUSG00000022491,Glycam1,1,349,NE,Nonessential
ENSMUSG00000022496,Tnfrsf17,1,349,NE,Nonessential
ENSMUSG00000022500,Litaf,1,349,NE,Nonessential
ENSMUSG00000022501,Prm1,1,349,E,Essential
ENSMUSG00000022503,Nubp1,1,349,E,Essential
ENSMUSG00000022504,Ciita,1,349,NE,Nonessential
ENSMUSG00000022508,Bcl6,1,349,E,Essential
ENSMUSG00000022510,Trp63,1,349,E,Essential
ENSMUSG00000022512,Cldn1,1,349,E,Essential
ENSMUSG00000022514,Il1rap,1,349,NE,Nonessential
ENSMUSG00000022517,Mgrn1,1,349,E,Essential
ENSMUSG00000022519,Srl,1,349,NE,Nonessential
ENSMUSG00000022521,Crebbp,1,349,E,Essential
ENSMUSG00000022528,Hes1,1,349,E,Essential
ENSMUSG00000022534,Mefv,1,349,E,Essential
ENSMUSG00000022542,Sept12,1,349,E,Essential
ENSMUSG00000022545,Ercc4,1,349,E,Essential
ENSMUSG00000022546,Gpt,1,349,NE,Nonessential
ENSMUSG00000022548,Apod,1,349,NE,Nonessential
ENSMUSG00000022552,Sharpin,1,349,E,Essential
ENSMUSG00000022553,Maf1,1,349,NE,Nonessential
ENSMUSG00000022555,Dgat1,1,349,NE,Nonessential
ENSMUSG00000022556,Hsf1,1,349,E,Essential
ENSMUSG00000022560,Gpr172b,1,349,E,Essential
ENSMUSG00000022562,Oplah,1,349,NE,Nonessential
ENSMUSG00000022564,Grina,1,349,NE,Nonessential
ENSMUSG00000022565,Plec,1,349,E,Essential
ENSMUSG00000022568,Scrib,1,349,E,Essential
ENSMUSG00000022570,Tsta3,1,349,E,Essential
ENSMUSG00000022575,Gsdmd,1,349,NE,Nonessential
ENSMUSG00000022579,Gpihbp1,1,349,NE,Nonessential
ENSMUSG00000022587,Ly6e,1,349,E,Essential
ENSMUSG00000022589,Cyp11b2,1,349,E,Essential
ENSMUSG00000022594,Lynx1,1,349,NE,Nonessential
ENSMUSG00000022596,Slurp1,1,349,NE,Nonessential
ENSMUSG00000022598,Psca,1,349,NE,Nonessential
ENSMUSG00000022602,Arc,1,349,E,Essential
ENSMUSG00000022604,Cep97,1,349,E,Essential
ENSMUSG00000022607,Ptk2,1,349,E,Essential
ENSMUSG00000022610,Mapk12,1,349,NE,Nonessential
ENSMUSG00000022615,Tymp,1,349,NE,Nonessential
ENSMUSG00000022617,Chkb,1,349,NE,Nonessential
ENSMUSG00000022619,Mapk8ip2,1,349,E,Essential
ENSMUSG00000022620,Arsa,1,349,NE,Nonessential
ENSMUSG00000022621,Rabl2,1,349,E,Essential
ENSMUSG00000022622,Acr,1,349,NE,Nonessential
ENSMUSG00000022623,Shank3,1,349,E,Essential
ENSMUSG00000022636,Alcam,1,349,NE,Nonessential
ENSMUSG00000022637,Cblb,1,349,NE,Nonessential
ENSMUSG00000022641,Bbx,1,349,NE,Nonessential
ENSMUSG00000022650,Retnlb,1,349,NE,Nonessential
ENSMUSG00000022652,Morc1,1,349,E,Essential
ENSMUSG00000022656,Pvrl3,1,349,E,Essential
ENSMUSG00000022659,Gcet2,1,349,NE,Nonessential
ENSMUSG00000022661,Cd200,1,349,NE,Nonessential
ENSMUSG00000022663,Atg3,1,349,E,Essential
ENSMUSG00000022665,Ccdc80,1,349,NE,Nonessential
ENSMUSG00000022667,Cd200r1,1,349,NE,Nonessential
ENSMUSG00000022672,Prkdc,1,349,E,Essential
ENSMUSG00000022673,Mcm4,1,349,E,Essential
ENSMUSG00000022676,Snai2,1,349,E,Essential
ENSMUSG00000022678,Nde1,1,349,NE,Nonessential
ENSMUSG00000022681,Ntan1,1,349,E,Essential
ENSMUSG00000022682,Rrn3,1,349,E,Essential
ENSMUSG00000022683,Pla2g10,1,349,NE,Nonessential
ENSMUSG00000022686,B3gnt5,1,349,E,Essential
ENSMUSG00000022687,Boc,1,349,NE,Nonessential
ENSMUSG00000022702,Hira,1,349,E,Essential
ENSMUSG00000022705,Drd3,1,349,NE,Nonessential
ENSMUSG00000022707,Gbe1,1,349,E,Essential
ENSMUSG00000022708,Zbtb20,1,349,E,Essential
ENSMUSG00000022710,Usp7,1,349,E,Essential
ENSMUSG00000022711,Pmm2,1,349,E,Essential
ENSMUSG00000022718,Dgcr8,1,349,E,Essential
ENSMUSG00000022721,Trmt2a,1,349,NE,Nonessential
ENSMUSG00000022722,Arl6,1,349,E,Essential
ENSMUSG00000022724,Mina,1,349,NE,Nonessential
ENSMUSG00000022738,Gsc2,1,349,NE,Nonessential
ENSMUSG00000022742,Cpox,1,349,NE,Nonessential
ENSMUSG00000022747,St3gal6,1,349,NE,Nonessential
ENSMUSG00000022749,Tbc1d23,1,349,NE,Nonessential
ENSMUSG00000022758,P2rx6,1,349,NE,Nonessential
ENSMUSG00000022761,Lztr1,1,349,E,Essential
ENSMUSG00000022762,Ncam2,1,349,NE,Nonessential
ENSMUSG00000022765,Snap29,1,349,E,Essential
ENSMUSG00000022766,Serpind1,1,349,E,Essential
ENSMUSG00000022770,Dlg1,1,349,E,Essential
ENSMUSG00000022779,Top3b,1,349,E,Essential
ENSMUSG00000022781,Pak2,1,349,E,Essential
ENSMUSG00000022783,Spag6,1,349,E,Essential
ENSMUSG00000022788,Fgd4,1,349,NE,Nonessential
ENSMUSG00000022789,Dnm1l,1,349,E,Essential
ENSMUSG00000022790,Igsf11,1,349,E,Essential
ENSMUSG00000022797,Tfrc,1,349,E,Essential
ENSMUSG00000022803,Popdc2,1,349,NE,Nonessential
ENSMUSG00000022809,Nr1i2,1,349,NE,Nonessential
ENSMUSG00000022811,Zfp148,1,349,E,Essential
ENSMUSG00000022812,Gsk3b,1,349,E,Essential
ENSMUSG00000022816,Fstl1,1,349,E,Essential
ENSMUSG00000022817,Itgb5,1,349,NE,Nonessential
ENSMUSG00000022818,Cyp2ab1,1,349,NE,Nonessential
ENSMUSG00000022821,Hgd,1,349,NE,Nonessential
ENSMUSG00000022829,Stxbp5l,1,349,NE,Nonessential
ENSMUSG00000022831,Hcls1,1,349,NE,Nonessential
ENSMUSG00000022832,Ropn1,1,349,NE,Nonessential
ENSMUSG00000022836,Mylk,1,349,NE,Nonessential
ENSMUSG00000022838,Eaf2,1,349,E,Essential
ENSMUSG00000022840,Adcy5,1,349,NE,Nonessential
ENSMUSG00000022841,Ap2m1,1,349,E,Essential
ENSMUSG00000022843,Clcn2,1,349,E,Essential
ENSMUSG00000022847,Thpo,1,349,NE,Nonessential
ENSMUSG00000022853,Ehhadh,1,349,NE,Nonessential
ENSMUSG00000022855,Senp2,1,349,E,Essential
ENSMUSG00000022856,Tmem41a,1,349,NE,Nonessential
ENSMUSG00000022857,Tmprss15,1,349,NE,Nonessential
ENSMUSG00000022858,Tra2b,1,349,E,Essential
ENSMUSG00000022863,Btg3,1,349,NE,Nonessential
ENSMUSG00000022865,Cxadr,1,349,E,Essential
ENSMUSG00000022867,Usp25,1,349,NE,Nonessential
ENSMUSG00000022868,Ahsg,1,349,NE,Nonessential
ENSMUSG00000022871,Fetub,1,349,E,Essential
ENSMUSG00000022875,Kng1,1,349,NE,Nonessential
ENSMUSG00000022876,Samsn1,1,349,NE,Nonessential
ENSMUSG00000022877,Hrg,1,349,NE,Nonessential
ENSMUSG00000022878,Adipoq,1,349,NE,Nonessential
ENSMUSG00000022883,Robo1,1,349,E,Essential
ENSMUSG00000022885,St6gal1,1,349,NE,Nonessential
ENSMUSG00000022887,Masp1,1,349,NE,Nonessential
ENSMUSG00000022892,App,1,349,E,Essential
ENSMUSG00000022893,Adamts1,1,349,E,Essential
ENSMUSG00000022894,Adamts5,1,349,NE,Nonessential
ENSMUSG00000022895,Ets2,1,349,E,Essential
ENSMUSG00000022897,Dyrk1a,1,349,E,Essential
ENSMUSG00000022899,Slc15a2,1,349,NE,Nonessential
ENSMUSG00000022900,Ildr1,1,349,NE,Nonessential
ENSMUSG00000022901,Cd86,1,349,NE,Nonessential
ENSMUSG00000022905,Kpna1,1,349,E,Essential
ENSMUSG00000022911,Arl13b,1,349,E,Essential
ENSMUSG00000022912,Pros1,1,349,E,Essential
ENSMUSG00000022913,Psmg1,1,349,E,Essential
ENSMUSG00000022914,Brwd1,1,349,E,Essential
ENSMUSG00000022935,Grik1,1,349,NE,Nonessential
ENSMUSG00000022938,Fam3b,1,349,NE,Nonessential
ENSMUSG00000022941,Ripply3,1,349,E,Essential
ENSMUSG00000022946,Dopey2,1,349,NE,Nonessential
ENSMUSG00000022948,Setd4,1,349,NE,Nonessential
ENSMUSG00000022951,Rcan1,1,349,NE,Nonessential
ENSMUSG00000022952,Runx1,1,349,E,Essential
ENSMUSG00000022957,Itsn1,1,349,E,Essential
ENSMUSG00000022960,Donson,1,349,E,Essential
ENSMUSG00000022962,Gart,1,349,E,Essential
ENSMUSG00000022965,Ifngr2,1,349,NE,Nonessential
ENSMUSG00000022967,Ifnar1,1,349,NE,Nonessential
ENSMUSG00000022969,Il10rb,1,349,NE,Nonessential
ENSMUSG00000022971,Ifnar2,1,349,NE,Nonessential
ENSMUSG00000022973,Synj1,1,349,E,Essential
ENSMUSG00000022978,2610039C10Rik,1,349,E,Essential
ENSMUSG00000022982,Sod1,1,349,E,Essential
ENSMUSG00000022986,Krt75,1,349,NE,Nonessential
ENSMUSG00000022991,Lalba,1,349,NE,Nonessential
ENSMUSG00000022994,Adcy6,1,349,NE,Nonessential
ENSMUSG00000022995,Enah,1,349,NE,Nonessential
ENSMUSG00000022996,Wnt10b,1,349,NE,Nonessential
ENSMUSG00000022997,Wnt1,1,349,E,Essential
ENSMUSG00000022999,Lmbr1l,1,349,NE,Nonessential
ENSMUSG00000023000,Dhh,1,349,E,Essential
ENSMUSG00000023008,Fmnl3,1,349,E,Essential
ENSMUSG00000023010,Tmbim6,1,349,NE,Nonessential
ENSMUSG00000023011,Faim2,1,349,NE,Nonessential
ENSMUSG00000023013,Aqp2,1,349,E,Essential
ENSMUSG00000023015,Racgap1,1,349,E,Essential
ENSMUSG00000023017,Accn2,1,349,NE,Nonessential
ENSMUSG00000023019,Gpd1,1,349,NE,Nonessential
ENSMUSG00000023021,Lass5,1,349,NE,Nonessential
ENSMUSG00000023022,Lima1,1,349,E,Essential
ENSMUSG00000023026,Dip2b,1,349,NE,Nonessential
ENSMUSG00000023027,Atf1,1,349,NE,Nonessential
ENSMUSG00000023030,Slc11a2,1,349,E,Essential
ENSMUSG00000023032,Slc4a8,1,349,NE,Nonessential
ENSMUSG00000023033,Scn8a,1,349,E,Essential
ENSMUSG00000023034,Nr4a1,1,349,NE,Nonessential
ENSMUSG00000023039,Krt7,1,349,NE,Nonessential
ENSMUSG00000023041,Krt6b,1,349,E,Essential
ENSMUSG00000023043,Krt18,1,349,NE,Nonessential
ENSMUSG00000023044,Csad,1,349,E,Essential
ENSMUSG00000023045,Soat2,1,349,NE,Nonessential
ENSMUSG00000023047,Amhr2,1,349,E,Essential
ENSMUSG00000023050,Map3k12,1,349,E,Essential
ENSMUSG00000023051,Tarbp2,1,349,E,Essential
ENSMUSG00000023057,Fabp2,1,349,NE,Nonessential
ENSMUSG00000023064,Sncg,1,349,NE,Nonessential
ENSMUSG00000023066,Rttn,1,349,E,Essential
ENSMUSG00000023067,Cdkn1a,1,349,E,Essential
ENSMUSG00000023068,Nus1,1,349,E,Essential
ENSMUSG00000023070,Rgn,1,349,E,Essential
ENSMUSG00000023073,Slc10a2,1,349,NE,Nonessential
ENSMUSG00000023074,Mospd1,1,349,NE,Nonessential
ENSMUSG00000023075,Akirin1,1,349,NE,Nonessential
ENSMUSG00000023078,Cxcl13,1,349,NE,Nonessential
ENSMUSG00000023079,Gtf2ird1,1,349,E,Essential
ENSMUSG00000023087,Ccrn4l,1,349,NE,Nonessential
ENSMUSG00000023088,Abcc1,1,349,NE,Nonessential
ENSMUSG00000023089,Ndufa5,1,349,E,Essential
ENSMUSG00000023092,Fhl1,1,349,NE,Nonessential
ENSMUSG00000023106,Denr,1,349,E,Essential
ENSMUSG00000023110,Prmt5,1,349,E,Essential
ENSMUSG00000023118,Sympk,1,349,E,Essential
ENSMUSG00000023132,Gzma,1,349,NE,Nonessential
ENSMUSG00000023140,Reg2,1,349,NE,Nonessential
ENSMUSG00000023143,Nagpa,1,349,NE,Nonessential
ENSMUSG00000023150,Ivns1abp,1,349,E,Essential
ENSMUSG00000023170,Gps2,1,349,E,Essential
ENSMUSG00000023175,Bsg,1,349,E,Essential
ENSMUSG00000023192,Grm2,1,349,NE,Nonessential
ENSMUSG00000023206,Il15ra,1,349,NE,Nonessential
ENSMUSG00000023216,Epb4.2,1,349,NE,Nonessential
ENSMUSG00000023224,Serping1,1,349,NE,Nonessential
ENSMUSG00000023235,Ccl25,1,349,NE,Nonessential
ENSMUSG00000023236,Scg5,1,349,E,Essential
ENSMUSG00000023243,Kcnk5,1,349,E,Essential
ENSMUSG00000023247,Guca2a,1,349,NE,Nonessential
ENSMUSG00000023259,Slc26a6,1,349,NE,Nonessential
ENSMUSG00000023272,Creld2,1,349,E,Essential
ENSMUSG00000023274,Cd4,1,349,NE,Nonessential
ENSMUSG00000023277,Twf2,1,349,NE,Nonessential
ENSMUSG00000023279,Bmp15,1,349,NE,Nonessential
ENSMUSG00000023307,March5,1,349,E,Essential
ENSMUSG00000023328,Ache,1,349,E,Essential
ENSMUSG00000023333,Gcm1,1,349,E,Essential
ENSMUSG00000023336,Wfdc1,1,349,NE,Nonessential
ENSMUSG00000023345,Poc1a,1,349,E,Essential
ENSMUSG00000023349,Clec4n,1,349,NE,Nonessential
ENSMUSG00000023391,Dlx2,1,349,E,Essential
ENSMUSG00000023393,Slc17a9,1,349,NE,Nonessential
ENSMUSG00000023411,Nfatc4,1,349,NE,Nonessential
ENSMUSG00000023439,Gnb3,1,349,E,Essential
ENSMUSG00000023443,Esx1,1,349,NE,Nonessential
ENSMUSG00000023452,Pisd,1,349,E,Essential
ENSMUSG00000023456,Tpi1,1,349,E,Essential
ENSMUSG00000023473,Celsr3,1,349,E,Essential
ENSMUSG00000023484,Prph,1,349,NE,Nonessential
ENSMUSG00000023572,Ccndbp1,1,349,NE,Nonessential
ENSMUSG00000023755,Rhebl1,1,349,NE,Nonessential
ENSMUSG00000023781,Hes7,1,349,E,Essential
ENSMUSG00000023802,Nox3,1,349,NE,Nonessential
ENSMUSG00000023805,Synj2,1,349,NE,Nonessential
ENSMUSG00000023809,Rps6ka2,1,349,NE,Nonessential
ENSMUSG00000023826,Park2,1,349,E,Essential
ENSMUSG00000023827,Agpat4,1,349,NE,Nonessential
ENSMUSG00000023828,Slc22a3,1,349,NE,Nonessential
ENSMUSG00000023829,Slc22a1,1,349,NE,Nonessential
ENSMUSG00000023830,Igf2r,1,349,E,Essential
ENSMUSG00000023832,Acat2,1,349,E,Essential
ENSMUSG00000023845,Lnpep,1,349,NE,Nonessential
ENSMUSG00000023852,Chd1,1,349,E,Essential
ENSMUSG00000023868,Pde10a,1,349,NE,Nonessential
ENSMUSG00000023883,Phf10,1,349,NE,Nonessential
ENSMUSG00000023885,Thbs2,1,349,E,Essential
ENSMUSG00000023902,Zscan10,1,349,E,Essential
ENSMUSG00000023905,Tnfrsf12a,1,349,NE,Nonessential
ENSMUSG00000023906,Cldn6,1,349,NE,Nonessential
ENSMUSG00000023913,Pla2g7,1,349,NE,Nonessential
ENSMUSG00000023914,Mep1a,1,349,NE,Nonessential
ENSMUSG00000023915,Tnfrsf21,1,349,NE,Nonessential
ENSMUSG00000023921,Mut,1,349,E,Essential
ENSMUSG00000023926,Rhag,1,349,NE,Nonessential
ENSMUSG00000023927,Satb1,1,349,E,Essential
ENSMUSG00000023938,Aars2,1,349,E,Essential
ENSMUSG00000023940,Sgol1,1,349,E,Essential
ENSMUSG00000023942,Slc29a1,1,349,NE,Nonessential
ENSMUSG00000023943,Sult1c1,1,349,NE,Nonessential
ENSMUSG00000023944,Hsp90ab1,1,349,E,Essential
ENSMUSG00000023945,Slc5a7,1,349,E,Essential
ENSMUSG00000023947,Nfkbie,1,349,NE,Nonessential
ENSMUSG00000023949,Tcte1,1,349,E,Essential
ENSMUSG00000023951,Vegfa,1,349,E,Essential
ENSMUSG00000023952,Gtpbp2,1,349,E,Essential
ENSMUSG00000023953,Polh,1,349,NE,Nonessential
ENSMUSG00000023959,Clic5,1,349,NE,Nonessential
ENSMUSG00000023964,Calcr,1,349,E,Essential
ENSMUSG00000023966,Rsph9,1,349,E,Essential
ENSMUSG00000023968,Crip3,1,349,NE,Nonessential
ENSMUSG00000023972,Ptk7,1,349,E,Essential
ENSMUSG00000023973,Cnpy3,1,349,E,Essential
ENSMUSG00000023977,Ubr2,1,349,E,Essential
ENSMUSG00000023978,Prph2,1,349,NE,Nonessential
ENSMUSG00000023979,Guca1b,1,349,NE,Nonessential
ENSMUSG00000023980,Taf8,1,349,E,Essential
ENSMUSG00000023982,Guca1a,1,349,NE,Nonessential
ENSMUSG00000023988,Bysl,1,349,E,Essential
ENSMUSG00000023990,Tcfeb,1,349,E,Essential
ENSMUSG00000023991,Foxp4,1,349,E,Essential
ENSMUSG00000023992,Trem2,1,349,NE,Nonessential
ENSMUSG00000023993,Treml1,1,349,NE,Nonessential
ENSMUSG00000023994,Nfya,1,349,E,Essential
ENSMUSG00000024002,Brd4,1,349,E,Essential
ENSMUSG00000024006,Stk38,1,349,NE,Nonessential
ENSMUSG00000024008,Cpne5,1,349,NE,Nonessential
ENSMUSG00000024011,Pi16,1,349,NE,Nonessential
ENSMUSG00000024014,Pim1,1,349,NE,Nonessential
ENSMUSG00000024026,Glo1,1,349,NE,Nonessential
ENSMUSG00000024027,Glp1r,1,349,NE,Nonessential
ENSMUSG00000024028,Tff2,1,349,NE,Nonessential
ENSMUSG00000024029,Tff3,1,349,NE,Nonessential
ENSMUSG00000024030,Abcg1,1,349,NE,Nonessential
ENSMUSG00000024032,Tff1,1,349,NE,Nonessential
ENSMUSG00000024033,Rsph1,1,349,E,Essential
ENSMUSG00000024034,Tmprss3,1,349,NE,Nonessential
ENSMUSG00000024039,Cbs,1,349,E,Essential
ENSMUSG00000024041,Cryaa,1,349,NE,Nonessential
ENSMUSG00000024042,Sik1,1,349,NE,Nonessential
ENSMUSG00000024043,Arhgap28,1,349,NE,Nonessential
ENSMUSG00000024044,Epb4.1l3,1,349,E,Essential
ENSMUSG00000024045,Akap8,1,349,NE,Nonessential
ENSMUSG00000024052,Lpin2,1,349,NE,Nonessential
ENSMUSG00000024053,Emilin2,1,349,NE,Nonessential
ENSMUSG00000024054,Smchd1,1,349,E,Essential
ENSMUSG00000024063,Lbh,1,349,NE,Nonessential
ENSMUSG00000024065,Ehd3,1,349,NE,Nonessential
ENSMUSG00000024066,Xdh,1,349,E,Essential
ENSMUSG00000024067,Dpy30,1,349,E,Essential
ENSMUSG00000024068,Spast,1,349,E,Essential
ENSMUSG00000024070,Prkd3,1,349,NE,Nonessential
ENSMUSG00000024073,Birc6,1,349,E,Essential
ENSMUSG00000024074,Crim1,1,349,E,Essential
ENSMUSG00000024079,Eif2ak2,1,349,NE,Nonessential
ENSMUSG00000024082,2410091C18Rik,1,349,E,Essential
ENSMUSG00000024083,Pja2,1,349,NE,Nonessential
ENSMUSG00000024085,Man2a1,1,349,E,Essential
ENSMUSG00000024087,Cyp1b1,1,349,NE,Nonessential
ENSMUSG00000024095,Hnrpll,1,349,NE,Nonessential
ENSMUSG00000024096,Ralbp1,1,349,NE,Nonessential
ENSMUSG00000024097,Srsf7,1,349,E,Essential
ENSMUSG00000024098,Twsg1,1,349,E,Essential
ENSMUSG00000024099,Ndufv2,1,349,E,Essential
ENSMUSG00000024101,ORF19,1,349,E,Essential
ENSMUSG00000024107,Lhcgr,1,349,E,Essential
ENSMUSG00000024109,Nrxn1,1,349,NE,Nonessential
ENSMUSG00000024112,Cacna1h,1,349,NE,Nonessential
ENSMUSG00000024116,Prss21,1,349,NE,Nonessential
ENSMUSG00000024120,Lrpprc,1,349,E,Essential
ENSMUSG00000024121,Atp6v0c,1,349,E,Essential
ENSMUSG00000024122,Pdpk1,1,349,E,Essential
ENSMUSG00000024127,Prepl,1,349,NE,Nonessential
ENSMUSG00000024130,Abca3,1,349,E,Essential
ENSMUSG00000024131,Slc3a1,1,349,E,Essential
ENSMUSG00000024132,Dci,1,349,NE,Nonessential
ENSMUSG00000024134,Six2,1,349,E,Essential
ENSMUSG00000024136,Dnase1l2,1,349,NE,Nonessential
ENSMUSG00000024137,E4f1,1,349,E,Essential
ENSMUSG00000024140,Epas1,1,349,E,Essential
ENSMUSG00000024142,Mlst8,1,349,E,Essential
ENSMUSG00000024145,Pigf,1,349,E,Essential
ENSMUSG00000024146,Cript,1,349,E,Essential
ENSMUSG00000024151,Msh2,1,349,E,Essential
ENSMUSG00000024155,4930528F23Rik,1,349,E,Essential
ENSMUSG00000024163,Mapk8ip3,1,349,E,Essential
ENSMUSG00000024164,C3,1,349,NE,Nonessential
ENSMUSG00000024168,Tmem204,1,349,NE,Nonessential
ENSMUSG00000024169,Ift140,1,349,E,Essential
ENSMUSG00000024170,Telo2,1,349,E,Essential
ENSMUSG00000024173,Tpsab1,1,349,NE,Nonessential
ENSMUSG00000024174,Pot1b,1,349,E,Essential
ENSMUSG00000024175,Tekt4,1,349,NE,Nonessential
ENSMUSG00000024176,Sox8,1,349,NE,Nonessential
ENSMUSG00000024182,Axin1,1,349,E,Essential
ENSMUSG00000024186,Rgs11,1,349,NE,Nonessential
ENSMUSG00000024188,Luc7l,1,349,NE,Nonessential
ENSMUSG00000024190,Dusp1,1,349,NE,Nonessential
ENSMUSG00000024201,Kdm4b,1,349,E,Essential
ENSMUSG00000024206,Rfx2,1,349,E,Essential
ENSMUSG00000024207,Acsbg2,1,349,NE,Nonessential
ENSMUSG00000024211,Grm8,1,349,NE,Nonessential
ENSMUSG00000024212,Mllt1,1,349,E,Essential
ENSMUSG00000024215,Spdef,1,349,E,Essential
ENSMUSG00000024219,Anks1,1,349,NE,Nonessential
ENSMUSG00000024222,Fkbp5,1,349,E,Essential
ENSMUSG00000024225,Clps,1,349,E,Essential
ENSMUSG00000024232,Bambi,1,349,NE,Nonessential
ENSMUSG00000024235,Map3k8,1,349,E,Essential
ENSMUSG00000024236,Svil,1,349,NE,Nonessential
ENSMUSG00000024238,Zeb1,1,349,E,Essential
ENSMUSG00000024240,Epc1,1,349,E,Essential
ENSMUSG00000024241,Sos1,1,349,E,Essential
ENSMUSG00000024242,Map4k3,1,349,NE,Nonessential
ENSMUSG00000024247,Pkdcc,1,349,E,Essential
ENSMUSG00000024253,Dync2li1,1,349,E,Essential
ENSMUSG00000024254,Abcg8,1,349,NE,Nonessential
ENSMUSG00000024256,Adcyap1,1,349,E,Essential
ENSMUSG00000024260,Sap130,1,349,E,Essential
ENSMUSG00000024261,Syt4,1,349,NE,Nonessential
ENSMUSG00000024268,Celf4,1,349,E,Essential
ENSMUSG00000024269,5730494M16Rik,1,349,E,Essential
ENSMUSG00000024286,Ccny,1,349,NE,Nonessential
ENSMUSG00000024287,Thoc1,1,349,E,Essential
ENSMUSG00000024290,Rock1,1,349,E,Essential
ENSMUSG00000024292,Cyp4f14,1,349,NE,Nonessential
ENSMUSG00000024293,Esco1,1,349,NE,Nonessential
ENSMUSG00000024294,Mib1,1,349,E,Essential
ENSMUSG00000024300,Myo1f,1,349,NE,Nonessential
ENSMUSG00000024302,Dtna,1,349,NE,Nonessential
ENSMUSG00000024304,Cdh2,1,349,E,Essential
ENSMUSG00000024308,Tapbp,1,349,NE,Nonessential
ENSMUSG00000024309,H2-Ke2,1,349,E,Essential
ENSMUSG00000024313,Mep1b,1,349,E,Essential
ENSMUSG00000024319,Vps52,1,349,E,Essential
ENSMUSG00000024325,Ring1,1,349,NE,Nonessential
ENSMUSG00000024327,Slc39a7,1,349,E,Essential
ENSMUSG00000024330,Col11a2,1,349,NE,Nonessential
ENSMUSG00000024334,H2-Oa,1,349,E,Essential
ENSMUSG00000024335,Brd2,1,349,E,Essential
ENSMUSG00000024338,Psmb8,1,349,NE,Nonessential
ENSMUSG00000024339,Tap2,1,349,NE,Nonessential
ENSMUSG00000024346,Pfdn1,1,349,E,Essential
ENSMUSG00000024349,Tmem173,1,349,NE,Nonessential
ENSMUSG00000024354,Slc23a1,1,349,E,Essential
ENSMUSG00000024357,Sil1,1,349,E,Essential
ENSMUSG00000024359,Hspa9,1,349,E,Essential
ENSMUSG00000024366,Gfra3,1,349,NE,Nonessential
ENSMUSG00000024378,Stard4,1,349,NE,Nonessential
ENSMUSG00000024379,Tslp,1,349,NE,Nonessential
ENSMUSG00000024381,Bin1,1,349,E,Essential
ENSMUSG00000024382,Ercc3,1,349,E,Essential
ENSMUSG00000024383,Map3k2,1,349,NE,Nonessential
ENSMUSG00000024386,Proc,1,349,E,Essential
ENSMUSG00000024387,Csnk2b,1,349,E,Essential
ENSMUSG00000024388,Myo7b,1,349,NE,Nonessential
ENSMUSG00000024391,Apom,1,349,NE,Nonessential
ENSMUSG00000024392,Bat3,1,349,E,Essential
ENSMUSG00000024395,Lims2,1,349,NE,Nonessential
ENSMUSG00000024397,Aif1,1,349,NE,Nonessential
ENSMUSG00000024399,Ltb,1,349,NE,Nonessential
ENSMUSG00000024401,Tnf,1,349,E,Essential
ENSMUSG00000024402,Lta,1,349,NE,Nonessential
ENSMUSG00000024406,Pou5f1,1,349,E,Essential
ENSMUSG00000024411,Aqp4,1,349,NE,Nonessential
ENSMUSG00000024413,Npc1,1,349,E,Essential
ENSMUSG00000024420,Zfp521,1,349,E,Essential
ENSMUSG00000024421,Lama3,1,349,E,Essential
ENSMUSG00000024425,Ndfip1,1,349,E,Essential
ENSMUSG00000024426,Atat1,1,349,NE,Nonessential
ENSMUSG00000024427,Spry4,1,349,E,Essential
ENSMUSG00000024431,Nr3c1,1,349,E,Essential
ENSMUSG00000024440,Pcdh12,1,349,NE,Nonessential
ENSMUSG00000024451,Arap3,1,349,E,Essential
ENSMUSG00000024454,Hdac3,1,349,E,Essential
ENSMUSG00000024456,Diap1,1,349,NE,Nonessential
ENSMUSG00000024462,Gabbr1,1,349,E,Essential
ENSMUSG00000024471,Myot,1,349,NE,Nonessential
ENSMUSG00000024472,Dcp2,1,349,E,Essential
ENSMUSG00000024477,Pggt1b,1,349,NE,Nonessential
ENSMUSG00000024480,Ap3s1,1,349,NE,Nonessential
ENSMUSG00000024485,Slc4a9,1,349,NE,Nonessential
ENSMUSG00000024486,Hbegf,1,349,E,Essential
